index,node,mc_el,mc_heat,g_max,h_max,d_max,eta,availability,plant_type,heatarea,storage_capacity
n5692_wind/wind onshore,n5692,1.2282497441146367,0,312.8801334122229,0.0,0.0,1.0,1,wind onshore,,
n5693_wind/wind onshore,n5693,1.228761514841351,0,312.8801334122229,0.0,0.0,1.0,1,wind onshore,,
n5694_wind/wind onshore,n5694,1.2292732855680657,0,2325.684564200948,0.0,0.0,1.0,1,wind onshore,,
n5695_wind/wind onshore,n5695,1.22978505629478,0,659.6814148263264,0.0,0.0,1.0,1,wind onshore,,
n5696_wind/wind onshore,n5696,1.2302968270214945,0,659.6814148263264,0.0,0.0,1.0,1,wind onshore,,
n5697_wind/wind onshore,n5697,1.2308085977482088,0,7.602163885986604,0.0,0.0,1.0,1,wind onshore,,
n5710_wind/wind onshore,n5710,1.2313203684749232,0,125.93869073012144,0.0,0.0,1.0,1,wind onshore,,
n5711_wind/wind onshore,n5711,1.2318321392016376,0,125.93869073012144,0.0,0.0,1.0,1,wind onshore,,
n5714_wind/wind onshore,n5714,1.2323439099283522,0,337.7122370445478,0.0,0.0,1.0,1,wind onshore,,
n5732_wind/wind onshore,n5732,1.2328556806550666,0,135.43681394430362,0.0,0.0,1.0,1,wind onshore,,
n5733_wind/wind onshore,n5733,1.233367451381781,0,312.8801334122229,0.0,0.0,1.0,1,wind onshore,,
n5734_wind/wind onshore,n5734,1.233879222108495,0,3488.709539692223,0.0,0.0,1.0,1,wind onshore,,
n5735_wind/wind onshore,n5735,1.23439099283521,0,125.93869073012144,0.0,0.0,1.0,1,wind onshore,,
n5738_wind/wind onshore,n5738,1.2349027635619243,0,352.1311883271716,0.0,0.0,1.0,1,wind onshore,,
n5739_wind/wind onshore,n5739,1.235414534288639,0,160.84042061248243,0.0,0.0,1.0,1,wind onshore,,
n5740_wind/wind onshore,n5740,1.235926305015353,0,1766.080074353794,0.0,0.0,1.0,1,wind onshore,,
n3303_biomass/ccgt,n3303,12.02991452991453,0,20.7405,0.0,0.0,0.6,1,other_res,,
n3304_biomass/ccgt,n3304,12.032051282051285,0,69.08919999999999,0.0,0.0,0.6,1,other_res,,
n3305_biomass/ccgt,n3305,12.034188034188034,0,22.197666666666667,0.0,0.0,0.6,1,other_res,,
n3306_biomass/ccgt,n3306,12.036324786324789,0,10.9395,0.0,0.0,0.6,1,other_res,,
n3307_biomass/ccgt,n3307,12.038461538461538,0,10.08,0.0,0.0,0.6,1,other_res,,
n3308_biomass/ccgt,n3308,12.040598290598291,0,14.4683,0.0,0.0,0.6,1,other_res,,
n3309_biomass/ccgt,n3309,12.042735042735044,0,10.9395,0.0,0.0,0.6,1,other_res,,
n3310_biomass/ccgt,n3310,12.044871794871796,0,8.050866666666666,0.0,0.0,0.6,1,other_res,,
n3311_biomass/ccgt,n3311,12.047008547008549,0,18.759866666666664,0.0,0.0,0.6,1,other_res,,
n3312_biomass/ccgt,n3312,12.0491452991453,0,21.1318,0.0,0.0,0.6,1,other_res,,
n3313_biomass/ccgt,n3313,12.051282051282053,0,21.1318,0.0,0.0,0.6,1,other_res,,
n3314_biomass/ccgt,n3314,12.053418803418804,0,15.8154,0.0,0.0,0.6,1,other_res,,
n3315_biomass/ccgt,n3315,12.055555555555555,0,55.1998,0.0,0.0,0.6,1,other_res,,
n3316_biomass/ccgt,n3316,12.057692307692308,0,23.1065,0.0,0.0,0.6,1,other_res,,
n3317_biomass/ccgt,n3317,12.05982905982906,0,15.0523,0.0,0.0,0.6,1,other_res,,
n3318_biomass/ccgt,n3318,12.061965811965813,0,104.58586,0.0,0.0,0.6,1,other_res,,
n3319_biomass/ccgt,n3319,12.064102564102564,0,20.4855,0.0,0.0,0.6,1,other_res,,
n3320_biomass/ccgt,n3320,12.066239316239315,0,60.076,0.0,0.0,0.6,1,other_res,,
n3321_biomass/ccgt,n3321,12.068376068376068,0,17.6636,0.0,0.0,0.6,1,other_res,,
n3322_biomass/ccgt,n3322,12.07051282051282,0,39.6762,0.0,0.0,0.6,1,other_res,,
n3323_biomass/ccgt,n3323,12.072649572649572,0,34.166000000000004,0.0,0.0,0.6,1,other_res,,
n3324_biomass/ccgt,n3324,12.074786324786324,0,105.61632725,0.0,0.0,0.6,1,other_res,,
n3454_biomass/ccgt,n3454,12.07905982905983,0,6.03,0.0,0.0,0.6,1,other_res,,
n3455_biomass/ccgt,n3455,12.08119658119658,0,13.4826,0.0,0.0,0.6,1,other_res,,
n3456_biomass/ccgt,n3456,12.083333333333334,0,2.9099166666666663,0.0,0.0,0.6,1,other_res,,
n3457_biomass/ccgt,n3457,12.085470085470083,0,2.9099166666666663,0.0,0.0,0.6,1,other_res,,
n3458_biomass/ccgt,n3458,12.087606837606838,0,2.9099166666666663,0.0,0.0,0.6,1,other_res,,
n3459_biomass/ccgt,n3459,12.08974358974359,0,2.9099166666666663,0.0,0.0,0.6,1,other_res,,
n3460_biomass/ccgt,n3460,12.091880341880342,0,2.9099166666666663,0.0,0.0,0.6,1,other_res,,
n3461_biomass/ccgt,n3461,12.094017094017094,0,2.9099166666666663,0.0,0.0,0.6,1,other_res,,
n3462_biomass/ccgt,n3462,12.096153846153848,0,15.9661,0.0,0.0,0.6,1,other_res,,
n3463_biomass/ccgt,n3463,12.098290598290598,0,18.29945,0.0,0.0,0.6,1,other_res,,
n3464_biomass/ccgt,n3464,12.100427350427353,0,16.4093,0.0,0.0,0.6,1,other_res,,
n3466_biomass/ccgt,n3466,12.104700854700855,0,7.699316666666666,0.0,0.0,0.6,1,other_res,,
n3468_biomass/ccgt,n3468,12.10897435897436,0,17.20325,0.0,0.0,0.6,1,other_res,,
n3469_biomass/ccgt,n3469,12.11111111111111,0,33.20725,0.0,0.0,0.6,1,other_res,,
n3470_biomass/ccgt,n3470,12.113247863247864,0,35.7721,0.0,0.0,0.6,1,other_res,,
n3471_biomass/ccgt,n3471,12.115384615384617,0,17.5657,0.0,0.0,0.6,1,other_res,,
n3472_biomass/ccgt,n3472,12.117521367521368,0,27.8959,0.0,0.0,0.6,1,other_res,,
n3473_biomass/ccgt,n3473,12.11965811965812,0,9.648,0.0,0.0,0.6,1,other_res,,
n3474_biomass/ccgt,n3474,12.121794871794872,0,8.424150000000001,0.0,0.0,0.6,1,other_res,,
n3475_biomass/ccgt,n3475,12.123931623931623,0,5.50515,0.0,0.0,0.6,1,other_res,,
n3476_biomass/ccgt,n3476,12.126068376068377,0,56.37672499999999,0.0,0.0,0.6,1,other_res,,
n3477_biomass/ccgt,n3477,12.128205128205128,0,39.3945,0.0,0.0,0.6,1,other_res,,
n3478_biomass/ccgt,n3478,12.13034188034188,0,6.866,0.0,0.0,0.6,1,other_res,,
n3479_biomass/ccgt,n3479,12.132478632478632,0,57.0516,0.0,0.0,0.6,1,other_res,,
n3480_biomass/ccgt,n3480,12.134615384615383,0,1.542625,0.0,0.0,0.6,1,other_res,,
n3481_biomass/ccgt,n3481,12.136752136752136,0,14.92525,0.0,0.0,0.6,1,other_res,,
n3484_biomass/ccgt,n3484,12.143162393162394,0,1.542625,0.0,0.0,0.6,1,other_res,,
n3485_biomass/ccgt,n3485,12.145299145299145,0,14.92525,0.0,0.0,0.6,1,other_res,,
n3486_biomass/ccgt,n3486,12.147435897435898,0,13.186625,0.0,0.0,0.6,1,other_res,,
n3487_biomass/ccgt,n3487,12.149572649572647,0,3.206025,0.0,0.0,0.6,1,other_res,,
n3488_biomass/ccgt,n3488,12.151709401709402,0,43.8504,0.0,0.0,0.6,1,other_res,,
n3489_biomass/ccgt,n3489,12.153846153846152,0,41.21276,0.0,0.0,0.6,1,other_res,,
n3490_biomass/ccgt,n3490,12.155982905982906,0,38.1693,0.0,0.0,0.6,1,other_res,,
n3491_biomass/ccgt,n3491,12.158119658119658,0,7.8149,0.0,0.0,0.6,1,other_res,,
n3492_biomass/ccgt,n3492,12.16025641025641,0,70.8879,0.0,0.0,0.6,1,other_res,,
n3493_biomass/ccgt,n3493,12.162393162393162,0,28.604325,0.0,0.0,0.6,1,other_res,,
n3494_biomass/ccgt,n3494,12.164529914529917,0,46.757325,0.0,0.0,0.6,1,other_res,,
n3495_biomass/ccgt,n3495,12.166666666666666,0,37.621725,0.0,0.0,0.6,1,other_res,,
n3496_biomass/ccgt,n3496,12.16880341880342,0,28.2415,0.0,0.0,0.6,1,other_res,,
n3497_biomass/ccgt,n3497,12.17094017094017,0,30.703,0.0,0.0,0.6,1,other_res,,
n3498_biomass/ccgt,n3498,12.173076923076923,0,57.41353333333333,0.0,0.0,0.6,1,other_res,,
n3499_biomass/ccgt,n3499,12.175213675213676,0,6.222,0.0,0.0,0.6,1,other_res,,
n3500_biomass/ccgt,n3500,12.177350427350428,0,6.222,0.0,0.0,0.6,1,other_res,,
n3501_biomass/ccgt,n3501,12.17948717948718,0,97.11953333333334,0.0,0.0,0.6,1,other_res,,
n3502_biomass/ccgt,n3502,12.181623931623932,0,10.382333333333332,0.0,0.0,0.6,1,other_res,,
n3503_biomass/ccgt,n3503,12.183760683760685,0,1.542625,0.0,0.0,0.6,1,other_res,,
n3504_biomass/ccgt,n3504,12.185897435897436,0,18.29945,0.0,0.0,0.6,1,other_res,,
n3505_biomass/ccgt,n3505,12.188034188034187,0,1.444,0.0,0.0,0.6,1,other_res,,
n4496_biomass/ccgt,n4496,12.194444444444445,0,11.027,0.0,0.0,0.6,1,other_res,,
n4497_biomass/ccgt,n4497,12.196581196581196,0,44.98395,0.0,0.0,0.6,1,other_res,,
n4499_biomass/ccgt,n4499,12.2008547008547,0,14.1295,0.0,0.0,0.6,1,other_res,,
n4500_biomass/ccgt,n4500,12.202991452991451,0,57.4075,0.0,0.0,0.6,1,other_res,,
n4501_biomass/ccgt,n4501,12.205128205128204,0,21.02133333333333,0.0,0.0,0.6,1,other_res,,
n4502_biomass/ccgt,n4502,12.207264957264956,0,17.581,0.0,0.0,0.6,1,other_res,,
n4503_biomass/ccgt,n4503,12.209401709401709,0,38.86,0.0,0.0,0.6,1,other_res,,
n4504_biomass/ccgt,n4504,12.211538461538462,0,73.924,0.0,0.0,0.6,1,other_res,,
n4505_biomass/ccgt,n4505,12.213675213675211,0,3.388212,0.0,0.0,0.6,1,other_res,,
n4506_biomass/ccgt,n4506,12.215811965811966,0,3.388212,0.0,0.0,0.6,1,other_res,,
n4507_biomass/ccgt,n4507,12.217948717948715,0,4.355625,0.0,0.0,0.6,1,other_res,,
n4508_biomass/ccgt,n4508,12.22008547008547,0,6.3796,0.0,0.0,0.6,1,other_res,,
n4509_biomass/ccgt,n4509,12.22222222222222,0,59.2014,0.0,0.0,0.6,1,other_res,,
n4510_biomass/ccgt,n4510,12.224358974358974,0,65.8326,0.0,0.0,0.6,1,other_res,,
n4511_biomass/ccgt,n4511,12.226495726495726,0,25.31716,0.0,0.0,0.6,1,other_res,,
n4512_biomass/ccgt,n4512,12.22863247863248,0,30.39887275,0.0,0.0,0.6,1,other_res,,
n4513_biomass/ccgt,n4513,12.23076923076923,0,12.006,0.0,0.0,0.6,1,other_res,,
n4514_biomass/ccgt,n4514,12.232905982905985,0,9.275,0.0,0.0,0.6,1,other_res,,
n4515_biomass/ccgt,n4515,12.235042735042734,0,21.02133333333333,0.0,0.0,0.6,1,other_res,,
n4516_biomass/ccgt,n4516,12.237179487179487,0,21.02133333333333,0.0,0.0,0.6,1,other_res,,
n4517_biomass/ccgt,n4517,12.239316239316238,0,7.81665,0.0,0.0,0.6,1,other_res,,
n4518_biomass/ccgt,n4518,12.241452991452991,0,4.15315,0.0,0.0,0.6,1,other_res,,
n4519_biomass/ccgt,n4519,12.243589743589745,0,23.924000000000003,0.0,0.0,0.6,1,other_res,,
n4520_biomass/ccgt,n4520,12.245726495726496,0,1.0595,0.0,0.0,0.6,1,other_res,,
n4521_biomass/ccgt,n4521,12.247863247863249,0,1.0595,0.0,0.0,0.6,1,other_res,,
n4522_biomass/ccgt,n4522,12.25,0,14.64,0.0,0.0,0.6,1,other_res,,
n4523_biomass/ccgt,n4523,12.252136752136751,0,35.7853,0.0,0.0,0.6,1,other_res,,
n4524_biomass/ccgt,n4524,12.254273504273504,0,6.54525,0.0,0.0,0.6,1,other_res,,
n4525_biomass/ccgt,n4525,12.256410256410255,0,6.54525,0.0,0.0,0.6,1,other_res,,
n4526_biomass/ccgt,n4526,12.258547008547009,0,19.146,0.0,0.0,0.6,1,other_res,,
n4527_biomass/ccgt,n4527,12.260683760683762,0,23.668,0.0,0.0,0.6,1,other_res,,
n4528_biomass/ccgt,n4528,12.262820512820513,0,4.1378,0.0,0.0,0.6,1,other_res,,
n4529_biomass/ccgt,n4529,12.264957264957266,0,21.762,0.0,0.0,0.6,1,other_res,,
n4530_biomass/ccgt,n4530,12.267094017094015,0,65.87325,0.0,0.0,0.6,1,other_res,,
n4531_biomass/ccgt,n4531,12.26923076923077,0,3.388212,0.0,0.0,0.6,1,other_res,,
n4532_biomass/ccgt,n4532,12.27136752136752,0,3.388212,0.0,0.0,0.6,1,other_res,,
n4533_biomass/ccgt,n4533,12.273504273504274,0,4.1378,0.0,0.0,0.6,1,other_res,,
n4534_biomass/ccgt,n4534,12.275641025641026,0,7.4228,0.0,0.0,0.6,1,other_res,,
n4535_biomass/ccgt,n4535,12.27777777777778,0,20.378666666666668,0.0,0.0,0.6,1,other_res,,
n4536_biomass/ccgt,n4536,12.27991452991453,0,20.378666666666668,0.0,0.0,0.6,1,other_res,,
n4537_biomass/ccgt,n4537,12.282051282051285,0,18.5314,0.0,0.0,0.6,1,other_res,,
n4538_biomass/ccgt,n4538,12.284188034188034,0,6.68,0.0,0.0,0.6,1,other_res,,
n4539_biomass/ccgt,n4539,12.286324786324789,0,6.68,0.0,0.0,0.6,1,other_res,,
n4540_biomass/ccgt,n4540,12.288461538461538,0,1.794,0.0,0.0,0.6,1,other_res,,
n4541_biomass/ccgt,n4541,12.290598290598291,0,31.2692,0.0,0.0,0.6,1,other_res,,
n4542_biomass/ccgt,n4542,12.292735042735044,0,12.40225,0.0,0.0,0.6,1,other_res,,
n4544_biomass/ccgt,n4544,12.297008547008549,0,14.0799,0.0,0.0,0.6,1,other_res,,
n4545_biomass/ccgt,n4545,12.2991452991453,0,32.036,0.0,0.0,0.6,1,other_res,,
n4546_biomass/ccgt,n4546,12.301282051282053,0,12.40225,0.0,0.0,0.6,1,other_res,,
n4547_biomass/ccgt,n4547,12.303418803418804,0,4.355625,0.0,0.0,0.6,1,other_res,,
n4548_biomass/ccgt,n4548,12.305555555555555,0,4.355625,0.0,0.0,0.6,1,other_res,,
n4549_biomass/ccgt,n4549,12.307692307692308,0,15.3946,0.0,0.0,0.6,1,other_res,,
n4550_biomass/ccgt,n4550,12.30982905982906,0,12.40225,0.0,0.0,0.6,1,other_res,,
n4551_biomass/ccgt,n4551,12.311965811965813,0,24.416,0.0,0.0,0.6,1,other_res,,
n4552_biomass/ccgt,n4552,12.314102564102564,0,14.0799,0.0,0.0,0.6,1,other_res,,
n4553_biomass/ccgt,n4553,12.316239316239315,0,6.54525,0.0,0.0,0.6,1,other_res,,
n4554_biomass/ccgt,n4554,12.318376068376068,0,9.569,0.0,0.0,0.6,1,other_res,,
n4555_biomass/ccgt,n4555,12.32051282051282,0,13.903,0.0,0.0,0.6,1,other_res,,
n4556_biomass/ccgt,n4556,12.322649572649572,0,4.355625,0.0,0.0,0.6,1,other_res,,
n4557_biomass/ccgt,n4557,12.324786324786324,0,15.3946,0.0,0.0,0.6,1,other_res,,
n4558_biomass/ccgt,n4558,12.326923076923077,0,27.542,0.0,0.0,0.6,1,other_res,,
n4559_biomass/ccgt,n4559,12.32905982905983,0,6.3796,0.0,0.0,0.6,1,other_res,,
n4560_biomass/ccgt,n4560,12.33119658119658,0,6.68,0.0,0.0,0.6,1,other_res,,
n4561_biomass/ccgt,n4561,12.333333333333334,0,16.81405,0.0,0.0,0.6,1,other_res,,
n4562_biomass/ccgt,n4562,12.335470085470083,0,19.146,0.0,0.0,0.6,1,other_res,,
n4575_biomass/ccgt,n4575,12.337606837606838,0,7.606,0.0,0.0,0.6,1,other_res,,
n4576_biomass/ccgt,n4576,12.33974358974359,0,20.378666666666668,0.0,0.0,0.6,1,other_res,,
n4577_biomass/ccgt,n4577,12.341880341880342,0,3.388212,0.0,0.0,0.6,1,other_res,,
n4579_biomass/ccgt,n4579,12.344017094017094,0,15.49515,0.0,0.0,0.6,1,other_res,,
n4582_biomass/ccgt,n4582,12.346153846153848,0,39.8042,0.0,0.0,0.6,1,other_res,,
n4584_biomass/ccgt,n4584,12.348290598290598,0,6.438875,0.0,0.0,0.6,1,other_res,,
n4585_biomass/ccgt,n4585,12.350427350427353,0,6.275,0.0,0.0,0.6,1,other_res,,
n4586_biomass/ccgt,n4586,12.352564102564102,0,7.581499999999999,0.0,0.0,0.6,1,other_res,,
n4587_biomass/ccgt,n4587,12.354700854700855,0,1.5863333333333334,0.0,0.0,0.6,1,other_res,,
n4588_biomass/ccgt,n4588,12.356837606837606,0,1.5863333333333334,0.0,0.0,0.6,1,other_res,,
n4589_biomass/ccgt,n4589,12.35897435897436,0,13.53316,0.0,0.0,0.6,1,other_res,,
n4590_biomass/ccgt,n4590,12.36111111111111,0,29.2385,0.0,0.0,0.6,1,other_res,,
n4591_biomass/ccgt,n4591,12.363247863247864,0,29.2385,0.0,0.0,0.6,1,other_res,,
n4592_biomass/ccgt,n4592,12.365384615384617,0,48.947,0.0,0.0,0.6,1,other_res,,
n4593_biomass/ccgt,n4593,12.367521367521368,0,10.4035,0.0,0.0,0.6,1,other_res,,
n4594_biomass/ccgt,n4594,12.36965811965812,0,5.3180000000000005,0.0,0.0,0.6,1,other_res,,
n4595_biomass/ccgt,n4595,12.371794871794872,0,34.28630835,0.0,0.0,0.6,1,other_res,,
n4596_biomass/ccgt,n4596,12.373931623931623,0,30.2615,0.0,0.0,0.6,1,other_res,,
n4597_biomass/ccgt,n4597,12.376068376068377,0,28.804,0.0,0.0,0.6,1,other_res,,
n4600_biomass/ccgt,n4600,12.378205128205128,0,8.544366666666667,0.0,0.0,0.6,1,other_res,,
n4601_biomass/ccgt,n4601,12.38034188034188,0,8.544366666666667,0.0,0.0,0.6,1,other_res,,
n4602_biomass/ccgt,n4602,12.382478632478632,0,8.544366666666667,0.0,0.0,0.6,1,other_res,,
n4603_biomass/ccgt,n4603,12.384615384615383,0,7.3758,0.0,0.0,0.6,1,other_res,,
n4604_biomass/ccgt,n4604,12.386752136752136,0,21.652,0.0,0.0,0.6,1,other_res,,
n4605_biomass/ccgt,n4605,12.38888888888889,0,3.325,0.0,0.0,0.6,1,other_res,,
n4606_biomass/ccgt,n4606,12.39102564102564,0,15.361999999999998,0.0,0.0,0.6,1,other_res,,
n4607_biomass/ccgt,n4607,12.393162393162394,0,14.4493,0.0,0.0,0.6,1,other_res,,
n4610_biomass/ccgt,n4610,12.395299145299145,0,3.764,0.0,0.0,0.6,1,other_res,,
n4611_biomass/ccgt,n4611,12.397435897435898,0,14.869,0.0,0.0,0.6,1,other_res,,
n4612_biomass/ccgt,n4612,12.399572649572647,0,12.832999999999998,0.0,0.0,0.6,1,other_res,,
n4613_biomass/ccgt,n4613,12.401709401709402,0,3.3625,0.0,0.0,0.6,1,other_res,,
n4615_biomass/ccgt,n4615,12.405982905982906,0,3.583,0.0,0.0,0.6,1,other_res,,
n4616_biomass/ccgt,n4616,12.408119658119658,0,1.444,0.0,0.0,0.6,1,other_res,,
n4617_biomass/ccgt,n4617,12.41025641025641,0,1.1575,0.0,0.0,0.6,1,other_res,,
n4618_biomass/ccgt,n4618,12.412393162393162,0,16.415,0.0,0.0,0.6,1,other_res,,
n4619_biomass/ccgt,n4619,12.414529914529917,0,32.108000000000004,0.0,0.0,0.6,1,other_res,,
n4620_biomass/ccgt,n4620,12.416666666666666,0,2.407,0.0,0.0,0.6,1,other_res,,
n4621_biomass/ccgt,n4621,12.41880341880342,0,8.315,0.0,0.0,0.6,1,other_res,,
n4622_biomass/ccgt,n4622,12.42094017094017,0,1.566901833333333,0.0,0.0,0.6,1,other_res,,
n4623_biomass/ccgt,n4623,12.423076923076923,0,1.566901833333333,0.0,0.0,0.6,1,other_res,,
n4625_biomass/ccgt,n4625,12.427350427350428,0,6.0315,0.0,0.0,0.6,1,other_res,,
n4626_biomass/ccgt,n4626,12.42948717948718,0,21.54001,0.0,0.0,0.6,1,other_res,,
n4627_biomass/ccgt,n4627,12.431623931623932,0,6.12701,0.0,0.0,0.6,1,other_res,,
n4631_biomass/ccgt,n4631,12.44017094017094,0,9.9995,0.0,0.0,0.6,1,other_res,,
n4633_biomass/ccgt,n4633,12.442307692307692,0,1.566901833333333,0.0,0.0,0.6,1,other_res,,
n4634_biomass/ccgt,n4634,12.444444444444445,0,1.566901833333333,0.0,0.0,0.6,1,other_res,,
n4635_biomass/ccgt,n4635,12.446581196581196,0,1.566901833333333,0.0,0.0,0.6,1,other_res,,
n4636_biomass/ccgt,n4636,12.448717948717947,0,9.9995,0.0,0.0,0.6,1,other_res,,
n4637_biomass/ccgt,n4637,12.4508547008547,0,1.566901833333333,0.0,0.0,0.6,1,other_res,,
n4640_biomass/ccgt,n4640,12.457264957264956,0,44.353,0.0,0.0,0.6,1,other_res,,
n4641_biomass/ccgt,n4641,12.459401709401709,0,6.438875,0.0,0.0,0.6,1,other_res,,
n4642_biomass/ccgt,n4642,12.461538461538462,0,6.438875,0.0,0.0,0.6,1,other_res,,
n4643_biomass/ccgt,n4643,12.463675213675211,0,6.438875,0.0,0.0,0.6,1,other_res,,
n4644_biomass/ccgt,n4644,12.465811965811966,0,29.2445,0.0,0.0,0.6,1,other_res,,
n4645_biomass/ccgt,n4645,12.467948717948715,0,1.2095,0.0,0.0,0.6,1,other_res,,
n4646_biomass/ccgt,n4646,12.47008547008547,0,2.471,0.0,0.0,0.6,1,other_res,,
n4647_biomass/ccgt,n4647,12.47222222222222,0,2.019,0.0,0.0,0.6,1,other_res,,
n4649_biomass/ccgt,n4649,12.476495726495726,0,2.6834,0.0,0.0,0.6,1,other_res,,
n4654_biomass/ccgt,n4654,12.487179487179487,0,4.684,0.0,0.0,0.6,1,other_res,,
n4658_biomass/ccgt,n4658,12.495726495726496,0,3.7778,0.0,0.0,0.6,1,other_res,,
n4659_biomass/ccgt,n4659,12.497863247863249,0,4.7359,0.0,0.0,0.6,1,other_res,,
n4660_biomass/ccgt,n4660,12.5,0,2.6732,0.0,0.0,0.6,1,other_res,,
n4661_biomass/ccgt,n4661,12.502136752136751,0,7.2695,0.0,0.0,0.6,1,other_res,,
n4662_biomass/ccgt,n4662,12.504273504273504,0,1.725,0.0,0.0,0.6,1,other_res,,
n4663_biomass/ccgt,n4663,12.506410256410255,0,8.665,0.0,0.0,0.6,1,other_res,,
n4665_biomass/ccgt,n4665,12.510683760683762,0,3.1665,0.0,0.0,0.6,1,other_res,,
n4666_biomass/ccgt,n4666,12.512820512820513,0,1.725,0.0,0.0,0.6,1,other_res,,
n4667_biomass/ccgt,n4667,12.514957264957266,0,17.264499999999998,0.0,0.0,0.6,1,other_res,,
n4668_biomass/ccgt,n4668,12.517094017094015,0,2.019,0.0,0.0,0.6,1,other_res,,
n4674_biomass/ccgt,n4674,12.52991452991453,0,14.8795,0.0,0.0,0.6,1,other_res,,
n4675_biomass/ccgt,n4675,12.532051282051285,0,2.019,0.0,0.0,0.6,1,other_res,,
n4676_biomass/ccgt,n4676,12.534188034188034,0,1.0385,0.0,0.0,0.6,1,other_res,,
n4677_biomass/ccgt,n4677,12.536324786324789,0,1.0385,0.0,0.0,0.6,1,other_res,,
n4680_biomass/ccgt,n4680,12.542735042735044,0,1.366,0.0,0.0,0.6,1,other_res,,
n4681_biomass/ccgt,n4681,12.544871794871796,0,26.881,0.0,0.0,0.6,1,other_res,,
n4682_biomass/ccgt,n4682,12.547008547008549,0,3.639,0.0,0.0,0.6,1,other_res,,
n4683_biomass/ccgt,n4683,12.5491452991453,0,2.034666666666667,0.0,0.0,0.6,1,other_res,,
n4684_biomass/ccgt,n4684,12.551282051282053,0,2.034666666666667,0.0,0.0,0.6,1,other_res,,
n4685_biomass/ccgt,n4685,12.553418803418804,0,2.034666666666667,0.0,0.0,0.6,1,other_res,,
n4686_biomass/ccgt,n4686,12.555555555555555,0,10.4665,0.0,0.0,0.6,1,other_res,,
n4687_biomass/ccgt,n4687,12.557692307692308,0,10.4665,0.0,0.0,0.6,1,other_res,,
n4688_biomass/ccgt,n4688,12.55982905982906,0,4.568,0.0,0.0,0.6,1,other_res,,
n4691_biomass/ccgt,n4691,12.566239316239315,0,55.904,0.0,0.0,0.6,1,other_res,,
n4692_biomass/ccgt,n4692,12.568376068376068,0,19.03,0.0,0.0,0.6,1,other_res,,
n4693_biomass/ccgt,n4693,12.57051282051282,0,19.03,0.0,0.0,0.6,1,other_res,,
n4694_biomass/ccgt,n4694,12.572649572649572,0,87.40119999999999,0.0,0.0,0.6,1,other_res,,
n4695_biomass/ccgt,n4695,12.574786324786324,0,90.0475,0.0,0.0,0.6,1,other_res,,
n4696_biomass/ccgt,n4696,12.576923076923077,0,16.925825,0.0,0.0,0.6,1,other_res,,
n4697_biomass/ccgt,n4697,12.57905982905983,0,16.925825,0.0,0.0,0.6,1,other_res,,
n4698_biomass/ccgt,n4698,12.58119658119658,0,7.12075,0.0,0.0,0.6,1,other_res,,
n4699_biomass/ccgt,n4699,12.583333333333334,0,30.95945,0.0,0.0,0.6,1,other_res,,
n4700_biomass/ccgt,n4700,12.585470085470083,0,9.1115,0.0,0.0,0.6,1,other_res,,
n4701_biomass/ccgt,n4701,12.587606837606838,0,9.1115,0.0,0.0,0.6,1,other_res,,
n4702_biomass/ccgt,n4702,12.58974358974359,0,9.998092,0.0,0.0,0.6,1,other_res,,
n4703_biomass/ccgt,n4703,12.591880341880342,0,9.998092,0.0,0.0,0.6,1,other_res,,
n4704_biomass/ccgt,n4704,12.594017094017094,0,9.1115,0.0,0.0,0.6,1,other_res,,
n4705_biomass/ccgt,n4705,12.596153846153848,0,9.1115,0.0,0.0,0.6,1,other_res,,
n4706_biomass/ccgt,n4706,12.598290598290598,0,19.807825,0.0,0.0,0.6,1,other_res,,
n4707_biomass/ccgt,n4707,12.600427350427353,0,16.925825,0.0,0.0,0.6,1,other_res,,
n4708_biomass/ccgt,n4708,12.602564102564102,0,4.0835,0.0,0.0,0.6,1,other_res,,
n4709_biomass/ccgt,n4709,12.604700854700855,0,1.618,0.0,0.0,0.6,1,other_res,,
n4710_biomass/ccgt,n4710,12.606837606837606,0,1.444,0.0,0.0,0.6,1,other_res,,
n4711_biomass/ccgt,n4711,12.60897435897436,0,1.444,0.0,0.0,0.6,1,other_res,,
n4712_biomass/ccgt,n4712,12.61111111111111,0,4.0835,0.0,0.0,0.6,1,other_res,,
n4713_biomass/ccgt,n4713,12.613247863247864,0,7.106025,0.0,0.0,0.6,1,other_res,,
n4714_biomass/ccgt,n4714,12.615384615384617,0,80.4575,0.0,0.0,0.6,1,other_res,,
n4715_biomass/ccgt,n4715,12.617521367521368,0,11.242,0.0,0.0,0.6,1,other_res,,
n4716_biomass/ccgt,n4716,12.61965811965812,0,6.734633333333333,0.0,0.0,0.6,1,other_res,,
n4719_biomass/ccgt,n4719,12.626068376068377,0,4.0835,0.0,0.0,0.6,1,other_res,,
n4720_biomass/ccgt,n4720,12.628205128205128,0,24.714,0.0,0.0,0.6,1,other_res,,
n4721_biomass/ccgt,n4721,12.63034188034188,0,24.714,0.0,0.0,0.6,1,other_res,,
n4722_biomass/ccgt,n4722,12.632478632478632,0,2.5843333333333334,0.0,0.0,0.6,1,other_res,,
n4723_biomass/ccgt,n4723,12.634615384615383,0,11.9505,0.0,0.0,0.6,1,other_res,,
